datetime,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS10M,CLRSKY_SFC_SW_DWN,T2M,ALLSKY_SFC_LW_DWN,PS,RH2M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR,ALLSKY_SFC_SW_DNI,pv_production_kwh,CELL_TEMP_C,TEMP_DERATE,POA_IRRADIANCE
2023-01-01 00:00:00,2023,1,1,0,0.0,4.68,0.0,15.42,307.95,102.67,70.6,0.0,0.0,0.0,0.0,8.4,1.0581,0.0
2023-01-01 01:00:00,2023,1,1,1,0.0,4.55,0.0,15.12,304.85,102.66,69.68,0.0,0.0,0.0,0.0,8.3,1.0585,0.0
2023-01-01 02:00:00,2023,1,1,2,0.0,4.47,0.0,14.82,304.9,102.66,69.68,0.0,0.0,0.0,0.0,8.12,1.0591,0.0
2023-01-01 03:00:00,2023,1,1,3,0.0,4.39,0.0,14.51,305.27,102.63,70.77,0.0,0.0,0.0,0.0,7.93,1.0598,0.0
2023-01-01 04:00:00,2023,1,1,4,0.0,4.27,0.0,14.24,303.67,102.61,72.91,0.0,0.0,0.0,0.0,7.84,1.0601,0.0
2023-01-01 05:00:00,2023,1,1,5,0.0,4.15,0.0,14.06,303.9,102.6,74.99,0.0,0.0,0.0,0.0,7.84,1.0601,0.0
2023-01-01 06:00:00,2023,1,1,6,0.0,4.11,0.0,13.89,301.67,102.61,76.75,0.0,0.0,0.0,0.0,7.72,1.0605,0.0
2023-01-01 07:00:00,2023,1,1,7,0.0,4.07,0.0,13.78,300.8,102.62,77.82,0.0,0.0,0.0,0.0,7.67,1.0606,0.0
2023-01-01 08:00:00,2023,1,1,8,98.55,4.07,102.62,14.16,301.98,102.62,76.54,45.48,0.0,313.51,0.113,11.13,1.0485,134.33
2023-01-01 09:00:00,2023,1,1,9,242.85,4.37,248.3,14.8,299.45,102.63,72.28,73.78,0.0,572.15,0.249,15.83,1.0321,300.9
2023-01-01 10:00:00,2023,1,1,10,372.77,4.41,377.62,15.63,299.62,102.63,68.06,91.65,0.0,697.92,0.362,20.66,1.0152,444.88
2023-01-01 11:00:00,2023,1,1,11,459.83,4.93,465.52,16.86,304.23,102.57,63.49,84.22,0.0,803.39,0.423,23.83,1.0041,526.09
2023-01-01 12:00:00,2023,1,1,12,489.9,5.34,492.9,17.92,304.52,102.49,59.64,82.28,0.0,834.69,0.444,25.22,0.9992,554.64
2023-01-01 13:00:00,2023,1,1,13,464.65,5.27,465.05,18.75,303.75,102.42,56.88,68.05,0.0,865.74,0.414,25.37,0.9987,518.19
2023-01-01 14:00:00,2023,1,1,14,362.08,4.73,364.75,19.24,309.52,102.37,57.55,83.33,0.0,720.6,0.344,23.46,1.0054,427.64
2023-01-01 15:00:00,2023,1,1,15,233.82,4.31,239.77,19.29,312.45,102.34,60.48,61.51,0.0,651.67,0.23,20.13,1.017,282.22
2023-01-01 16:00:00,2023,1,1,16,79.28,4.85,81.9,18.84,312.17,102.33,62.57,33.54,0.0,362.35,0.088,14.04,1.0384,105.67
2023-01-01 17:00:00,2023,1,1,17,0.0,5.99,0.0,18.36,310.23,102.34,61.94,0.0,0.0,0.0,0.0,9.38,1.0547,0.0
2023-01-01 18:00:00,2023,1,1,18,0.0,7.09,0.0,17.97,308.62,102.36,62.62,0.0,0.0,0.0,0.0,7.33,1.0618,0.0
2023-01-01 19:00:00,2023,1,1,19,0.0,7.84,0.0,17.32,305.62,102.39,66.17,0.0,0.0,0.0,0.0,5.56,1.068,0.0
2023-01-01 20:00:00,2023,1,1,20,0.0,8.2,0.0,16.69,306.98,102.4,69.39,0.0,0.0,0.0,0.0,4.39,1.0721,0.0
2023-01-01 21:00:00,2023,1,1,21,0.0,8.2,0.0,16.11,303.88,102.4,71.73,0.0,0.0,0.0,0.0,3.81,1.0742,0.0
2023-01-01 22:00:00,2023,1,1,22,0.0,8.24,0.0,15.5,302.27,102.39,74.12,0.0,0.0,0.0,0.0,3.14,1.0765,0.0
2023-01-01 23:00:00,2023,1,1,23,0.0,8.3,0.0,14.94,299.1,102.38,75.96,0.0,0.0,0.0,0.0,2.49,1.0788,0.0
2023-01-02 00:00:00,2023,1,2,0,0.0,8.2,0.0,14.32,298.02,102.35,77.74,0.0,0.0,0.0,0.0,2.02,1.0804,0.0
2023-01-02 01:00:00,2023,1,2,1,0.0,8.07,0.0,13.77,291.25,102.33,79.11,0.0,0.0,0.0,0.0,1.66,1.0817,0.0
2023-01-02 02:00:00,2023,1,2,2,0.0,7.99,0.0,13.37,295.4,102.33,79.82,0.0,0.0,0.0,0.0,1.38,1.0827,0.0
2023-01-02 03:00:00,2023,1,2,3,0.0,7.95,0.0,13.13,290.85,102.32,79.99,0.0,0.0,0.0,0.0,1.2,1.0833,0.0
2023-01-02 04:00:00,2023,1,2,4,0.0,8.08,0.0,12.95,294.08,102.3,80.59,0.0,0.0,0.0,0.0,0.83,1.0846,0.0
2023-01-02 05:00:00,2023,1,2,5,0.0,8.26,0.0,12.78,293.4,102.31,81.72,0.0,0.0,0.0,0.0,0.39,1.0861,0.0
2023-01-02 06:00:00,2023,1,2,6,0.0,8.44,0.0,12.65,293.42,102.33,81.66,0.0,0.0,0.0,0.0,-0.01,1.0875,0.0
2023-01-02 07:00:00,2023,1,2,7,0.0,8.58,0.0,12.53,293.83,102.34,81.08,0.0,0.0,0.0,0.0,-0.34,1.0887,0.0
2023-01-02 08:00:00,2023,1,2,8,99.57,8.68,103.6,12.95,293.25,102.35,78.01,46.75,0.0,309.0,0.118,3.04,1.0769,136.35
2023-01-02 09:00:00,2023,1,2,9,246.5,8.5,251.15,14.18,291.73,102.36,68.07,72.37,0.0,608.09,0.256,9.13,1.0555,303.44
2023-01-02 10:00:00,2023,1,2,10,378.35,8.26,381.83,15.67,294.02,102.35,61.38,93.06,0.0,708.9,0.374,15.1,1.0346,451.57
2023-01-02 11:00:00,2023,1,2,11,464.88,7.68,467.3,17.19,298.25,102.32,55.62,90.14,0.0,796.97,0.436,20.2,1.0168,535.8
2023-01-02 12:00:00,2023,1,2,12,505.3,6.47,505.65,18.55,299.38,102.24,51.78,75.23,0.0,879.36,0.453,24.64,1.0013,564.49
2023-01-02 13:00:00,2023,1,2,13,462.23,4.42,463.77,19.27,304.62,102.19,56.03,88.04,0.0,808.14,0.423,27.08,0.9927,531.5
2023-01-02 14:00:00,2023,1,2,14,368.9,3.41,371.85,19.57,308.88,102.15,57.83,87.71,0.0,715.91,0.349,25.98,0.9966,437.91
2023-01-02 15:00:00,2023,1,2,15,238.55,2.8,244.05,19.69,310.25,102.13,58.24,63.47,0.0,656.36,0.233,22.94,1.0072,288.49
2023-01-02 16:00:00,2023,1,2,16,82.95,2.77,85.25,19.41,309.52,102.13,58.4,33.83,0.0,362.37,0.09,17.85,1.025,109.57
2023-01-02 17:00:00,2023,1,2,17,0.0,3.39,0.0,18.78,308.83,102.15,60.68,0.0,0.0,0.0,0.0,13.7,1.0396,0.0
2023-01-02 18:00:00,2023,1,2,18,0.0,3.93,0.0,18.17,308.92,102.19,62.75,0.0,0.0,0.0,0.0,12.28,1.0445,0.0
2023-01-02 19:00:00,2023,1,2,19,0.0,4.48,0.0,17.64,304.3,102.23,60.23,0.0,0.0,0.0,0.0,10.92,1.0493,0.0
2023-01-02 20:00:00,2023,1,2,20,0.0,5.03,0.0,17.11,305.02,102.26,56.53,0.0,0.0,0.0,0.0,9.56,1.054,0.0
2023-01-02 21:00:00,2023,1,2,21,0.0,5.09,0.0,16.52,303.08,102.27,58.01,0.0,0.0,0.0,0.0,8.88,1.0564,0.0
2023-01-02 22:00:00,2023,1,2,22,0.0,5.03,0.0,16.06,302.42,102.3,61.89,0.0,0.0,0.0,0.0,8.51,1.0577,0.0
2023-01-02 23:00:00,2023,1,2,23,0.0,4.98,0.0,15.82,303.9,102.32,66.31,0.0,0.0,0.0,0.0,8.35,1.0583,0.0
2023-01-03 00:00:00,2023,1,3,0,0.0,4.96,0.0,15.72,306.08,102.33,71.4,0.0,0.0,0.0,0.0,8.28,1.0585,0.0
2023-01-03 01:00:00,2023,1,3,1,0.0,4.88,0.0,15.6,302.05,102.34,76.92,0.0,0.0,0.0,0.0,8.28,1.0585,0.0
2023-01-03 02:00:00,2023,1,3,2,0.0,4.55,0.0,15.44,308.98,102.36,81.44,0.0,0.0,0.0,0.0,8.62,1.0573,0.0
2023-01-03 03:00:00,2023,1,3,3,0.0,4.12,0.0,15.26,308.73,102.36,84.26,0.0,0.0,0.0,0.0,9.08,1.0557,0.0
2023-01-03 04:00:00,2023,1,3,4,0.0,3.76,0.0,15.07,308.38,102.35,85.76,0.0,0.0,0.0,0.0,9.43,1.0545,0.0
2023-01-03 05:00:00,2023,1,3,5,0.0,3.56,0.0,14.92,306.98,102.37,86.32,0.0,0.0,0.0,0.0,9.58,1.054,0.0
2023-01-03 06:00:00,2023,1,3,6,0.0,3.47,0.0,14.82,306.3,102.42,85.67,0.0,0.0,0.0,0.0,9.62,1.0538,0.0
2023-01-03 07:00:00,2023,1,3,7,0.0,3.49,0.0,14.8,299.88,102.46,83.98,0.0,0.0,0.0,0.0,9.57,1.054,0.0
2023-01-03 08:00:00,2023,1,3,8,92.68,3.4,100.85,15.27,306.05,102.5,78.69,48.28,0.0,257.47,0.109,13.07,1.0418,130.67
2023-01-03 09:00:00,2023,1,3,9,234.6,3.35,250.0,15.94,303.62,102.55,73.43,79.27,0.0,564.09,0.243,18.25,1.0236,296.97
2023-01-03 10:00:00,2023,1,3,10,362.6,3.05,380.55,16.46,303.02,102.59,70.36,99.12,0.0,698.77,0.355,23.22,1.0062,440.59
2023-01-03 11:00:00,2023,1,3,11,445.85,2.84,463.83,16.85,303.12,102.58,68.47,103.83,0.0,797.78,0.42,26.52,0.9947,527.54
2023-01-03 12:00:00,2023,1,3,12,499.2,2.93,506.62,17.01,301.65,102.52,68.16,96.02,0.0,878.17,0.455,28.22,0.9887,574.75
2023-01-03 13:00:00,2023,1,3,13,462.27,3.06,473.95,17.01,303.83,102.47,69.38,103.19,0.0,825.12,0.432,26.87,0.9935,543.46
2023-01-03 14:00:00,2023,1,3,14,375.83,3.08,383.67,16.87,301.88,102.45,71.6,85.31,0.0,772.41,0.356,23.99,1.0035,442.95
2023-01-03 15:00:00,2023,1,3,15,231.15,3.01,246.98,16.61,306.17,102.46,74.61,70.47,0.0,612.71,0.234,19.32,1.0199,286.59
2023-01-03 16:00:00,2023,1,3,16,81.45,2.94,88.82,16.11,306.85,102.48,80.33,39.88,0.0,314.61,0.094,14.25,1.0376,112.83
2023-01-03 17:00:00,2023,1,3,17,0.0,2.98,0.0,15.74,305.52,102.52,83.02,0.0,0.0,0.0,0.0,11.27,1.0481,0.0
2023-01-03 18:00:00,2023,1,3,18,0.0,2.8,0.0,15.71,307.15,102.56,84.22,0.0,0.0,0.0,0.0,11.51,1.0472,0.0
2023-01-03 19:00:00,2023,1,3,19,0.0,2.51,0.0,15.76,308.95,102.6,84.61,0.0,0.0,0.0,0.0,12.0,1.0455,0.0
2023-01-03 20:00:00,2023,1,3,20,0.0,2.26,0.0,15.75,309.35,102.62,84.96,0.0,0.0,0.0,0.0,12.36,1.0442,0.0
2023-01-03 21:00:00,2023,1,3,21,0.0,2.24,0.0,15.73,308.52,102.62,84.53,0.0,0.0,0.0,0.0,12.37,1.0442,0.0
2023-01-03 22:00:00,2023,1,3,22,0.0,2.48,0.0,15.63,305.92,102.63,84.52,0.0,0.0,0.0,0.0,11.91,1.0458,0.0
2023-01-03 23:00:00,2023,1,3,23,0.0,3.09,0.0,15.36,305.3,102.63,86.09,0.0,0.01,0.0,0.0,10.72,1.05,0.0
2023-01-04 00:00:00,2023,1,4,0,0.0,3.88,0.0,15.09,303.7,102.62,89.02,0.0,0.02,0.0,0.0,9.27,1.0551,0.0
2023-01-04 01:00:00,2023,1,4,1,0.0,4.64,0.0,14.91,300.88,102.62,92.27,0.0,0.01,0.0,0.0,7.95,1.0597,0.0
2023-01-04 02:00:00,2023,1,4,2,0.0,5.2,0.0,14.79,321.83,102.63,95.12,0.0,0.0,0.0,0.0,6.99,1.063,0.0
2023-01-04 03:00:00,2023,1,4,3,0.0,5.61,0.0,14.73,312.33,102.62,95.87,0.0,0.01,0.0,0.0,6.32,1.0654,0.0
2023-01-04 04:00:00,2023,1,4,4,0.0,5.9,0.0,14.72,312.65,102.61,94.85,0.0,0.01,0.0,0.0,5.87,1.067,0.0
2023-01-04 05:00:00,2023,1,4,5,0.0,5.96,0.0,14.69,307.12,102.62,94.36,0.0,0.01,0.0,0.0,5.75,1.0674,0.0
2023-01-04 06:00:00,2023,1,4,6,0.0,5.88,0.0,14.76,308.17,102.65,93.49,0.0,0.02,0.0,0.0,5.94,1.0667,0.0
2023-01-04 07:00:00,2023,1,4,7,0.0,5.71,0.0,14.88,303.75,102.68,92.6,0.0,0.07,0.0,0.0,6.32,1.0654,0.0
2023-01-04 08:00:00,2023,1,4,8,87.75,5.57,103.47,15.33,319.08,102.71,90.26,49.0,0.07,260.94,0.107,9.72,1.0535,126.3
2023-01-04 09:00:00,2023,1,4,9,200.88,5.6,248.5,15.78,326.33,102.74,87.63,90.54,0.01,374.33,0.227,13.66,1.0397,272.12
2023-01-04 10:00:00,2023,1,4,10,299.6,5.42,375.67,15.97,330.0,102.76,85.87,129.64,0.0,453.55,0.33,17.2,1.0273,401.6
2023-01-04 11:00:00,2023,1,4,11,361.0,5.18,459.55,16.05,331.85,102.74,84.52,155.54,0.01,461.08,0.394,19.56,1.019,483.38
2023-01-04 12:00:00,2023,1,4,12,377.98,5.03,493.05,16.04,333.33,102.69,83.81,157.99,0.01,519.32,0.409,20.31,1.0164,502.28
2023-01-04 13:00:00,2023,1,4,13,344.65,4.93,460.98,15.93,333.75,102.62,83.81,154.99,0.02,469.21,0.381,19.31,1.0199,466.59
2023-01-04 14:00:00,2023,1,4,14,281.83,4.82,372.65,15.75,331.27,102.59,84.39,136.38,0.05,413.71,0.32,17.33,1.0269,389.13
2023-01-04 15:00:00,2023,1,4,15,181.35,4.61,238.9,15.53,330.7,102.59,85.22,93.34,0.14,330.63,0.212,14.28,1.0375,254.79
2023-01-04 16:00:00,2023,1,4,16,68.3,4.13,86.53,15.3,326.88,102.6,86.4,43.4,0.15,207.73,0.086,11.24,1.0482,102.45
2023-01-04 17:00:00,2023,1,4,17,0.0,3.72,0.0,15.04,317.65,102.6,87.85,0.0,0.2,0.0,0.0,9.46,1.0544,0.0
2023-01-04 18:00:00,2023,1,4,18,0.0,3.35,0.0,15.1,322.15,102.6,87.33,0.0,0.24,0.0,0.0,10.07,1.0522,0.0
2023-01-04 19:00:00,2023,1,4,19,0.0,2.98,0.0,15.22,319.1,102.61,86.38,0.0,0.27,0.0,0.0,10.75,1.0499,0.0
2023-01-04 20:00:00,2023,1,4,20,0.0,2.63,0.0,15.33,319.25,102.6,85.58,0.0,0.19,0.0,0.0,11.38,1.0477,0.0
2023-01-04 21:00:00,2023,1,4,21,0.0,2.36,0.0,15.41,318.95,102.58,85.03,0.0,0.12,0.0,0.0,11.87,1.046,0.0
2023-01-04 22:00:00,2023,1,4,22,0.0,2.21,0.0,15.49,318.83,102.56,84.67,0.0,0.12,0.0,0.0,12.18,1.0449,0.0
2023-01-04 23:00:00,2023,1,4,23,0.0,2.17,0.0,15.55,322.4,102.54,84.42,0.0,0.1,0.0,0.0,12.3,1.0445,0.0
2023-01-05 00:00:00,2023,1,5,0,0.0,2.17,0.0,15.59,320.1,102.52,84.37,0.0,0.17,0.0,0.0,12.34,1.0443,0.0
2023-01-05 01:00:00,2023,1,5,1,0.0,2.18,0.0,15.61,314.95,102.5,84.61,0.0,0.5,0.0,0.0,12.34,1.0443,0.0
2023-01-05 02:00:00,2023,1,5,2,0.0,2.15,0.0,15.62,322.02,102.49,84.83,0.0,1.01,0.0,0.0,12.4,1.0441,0.0
2023-01-05 03:00:00,2023,1,5,3,0.0,2.1,0.0,15.63,326.27,102.46,84.93,0.0,1.76,0.0,0.0,12.48,1.0438,0.0
2023-01-05 04:00:00,2023,1,5,4,0.0,1.99,0.0,15.61,323.2,102.44,85.21,0.0,2.23,0.0,0.0,12.62,1.0433,0.0
2023-01-05 05:00:00,2023,1,5,5,0.0,1.86,0.0,15.57,320.6,102.43,85.33,0.0,2.36,0.0,0.0,12.78,1.0428,0.0
2023-01-05 06:00:00,2023,1,5,6,0.0,1.74,0.0,15.56,320.92,102.45,84.94,0.0,2.22,0.0,0.0,12.95,1.0422,0.0
2023-01-05 07:00:00,2023,1,5,7,0.0,1.54,0.0,15.5,319.95,102.45,84.34,0.0,1.85,0.0,0.0,13.19,1.0413,0.0
2023-01-05 08:00:00,2023,1,5,8,89.82,1.41,104.22,15.7,331.35,102.45,82.72,47.02,1.75,287.75,0.105,16.39,1.0301,126.81
2023-01-05 09:00:00,2023,1,5,9,212.52,1.61,251.5,16.08,334.83,102.47,80.57,84.08,1.69,464.46,0.227,20.31,1.0164,278.67
2023-01-05 10:00:00,2023,1,5,10,324.95,2.16,381.35,16.22,335.45,102.5,79.08,105.69,1.42,532.77,0.329,23.13,1.0065,408.11
2023-01-05 11:00:00,2023,1,5,11,397.2,2.99,464.6,16.25,335.95,102.48,78.91,120.14,0.92,610.73,0.395,24.18,1.0029,491.72
2023-01-05 12:00:00,2023,1,5,12,414.58,3.78,485.17,16.18,336.25,102.41,79.66,128.61,0.72,613.19,0.415,23.47,1.0054,515.77
2023-01-05 13:00:00,2023,1,5,13,382.73,4.4,454.12,16.03,337.05,102.37,80.74,127.22,0.43,568.49,0.392,21.39,1.0126,482.83
2023-01-05 14:00:00,2023,1,5,14,310.48,4.86,367.27,15.9,334.62,102.34,81.58,107.74,0.21,526.21,0.324,18.31,1.0234,395.25
2023-01-05 15:00:00,2023,1,5,15,200.77,5.23,235.35,15.77,331.65,102.32,82.16,77.7,0.1,462.65,0.218,14.2,1.0378,261.9
2023-01-05 16:00:00,2023,1,5,16,76.5,5.42,85.32,15.65,325.08,102.32,82.14,42.31,0.06,254.52,0.093,9.91,1.0528,109.79
2023-01-05 17:00:00,2023,1,5,17,0.0,5.59,0.0,15.49,313.25,102.32,81.33,0.0,0.04,0.0,0.0,7.1,1.0626,0.0
2023-01-05 18:00:00,2023,1,5,18,0.0,5.74,0.0,15.58,312.92,102.34,78.76,0.0,0.02,0.0,0.0,6.97,1.0631,0.0
2023-01-05 19:00:00,2023,1,5,19,0.0,5.81,0.0,15.63,309.33,102.35,77.24,0.0,0.02,0.0,0.0,6.92,1.0633,0.0
2023-01-05 20:00:00,2023,1,5,20,0.0,5.78,0.0,15.61,312.15,102.35,77.06,0.0,0.03,0.0,0.0,6.94,1.0632,0.0
2023-01-05 21:00:00,2023,1,5,21,0.0,5.65,0.0,15.55,313.7,102.34,78.0,0.0,0.05,0.0,0.0,7.07,1.0627,0.0
2023-01-05 22:00:00,2023,1,5,22,0.0,5.44,0.0,15.44,316.85,102.34,79.66,0.0,0.06,0.0,0.0,7.28,1.062,0.0
2023-01-05 23:00:00,2023,1,5,23,0.0,5.22,0.0,15.28,323.15,102.33,80.95,0.0,0.06,0.0,0.0,7.45,1.0614,0.0
2023-01-06 00:00:00,2023,1,6,0,0.0,5.03,0.0,15.11,317.05,102.31,81.91,0.0,0.06,0.0,0.0,7.56,1.061,0.0
2023-01-06 01:00:00,2023,1,6,1,0.0,4.88,0.0,14.94,314.6,102.29,82.7,0.0,0.13,0.0,0.0,7.62,1.0608,0.0
2023-01-06 02:00:00,2023,1,6,2,0.0,4.79,0.0,14.8,311.7,102.29,82.96,0.0,0.13,0.0,0.0,7.62,1.0608,0.0
2023-01-06 03:00:00,2023,1,6,3,0.0,4.75,0.0,14.79,314.23,102.28,82.43,0.0,0.13,0.0,0.0,7.66,1.0607,0.0
2023-01-06 04:00:00,2023,1,6,4,0.0,4.68,0.0,14.82,322.33,102.27,81.78,0.0,0.2,0.0,0.0,7.8,1.0602,0.0
2023-01-06 05:00:00,2023,1,6,5,0.0,4.55,0.0,14.85,329.6,102.28,81.06,0.0,0.39,0.0,0.0,8.02,1.0594,0.0
2023-01-06 06:00:00,2023,1,6,6,0.0,4.36,0.0,14.88,335.58,102.31,80.44,0.0,0.53,0.0,0.0,8.34,1.0583,0.0
2023-01-06 07:00:00,2023,1,6,7,0.0,4.2,0.0,14.89,339.4,102.34,79.83,0.0,0.77,0.0,0.0,8.59,1.0574,0.0
2023-01-06 08:00:00,2023,1,6,8,69.45,4.02,110.05,15.15,348.77,102.36,78.62,43.21,0.8,160.37,0.087,11.29,1.048,103.45
2023-01-06 09:00:00,2023,1,6,9,177.25,4.09,260.23,15.41,348.35,102.4,77.16,107.2,0.99,276.12,0.217,14.81,1.0357,261.59
2023-01-06 10:00:00,2023,1,6,10,278.33,4.15,391.33,15.51,348.8,102.42,76.31,165.08,1.54,306.56,0.335,17.98,1.0246,408.21
2023-01-06 11:00:00,2023,1,6,11,350.27,4.25,475.35,15.59,348.8,102.41,76.0,193.96,2.21,349.03,0.41,20.16,1.0169,502.88
2023-01-06 12:00:00,2023,1,6,12,371.27,4.45,500.23,15.7,348.95,102.35,75.52,205.57,3.41,346.58,0.433,20.63,1.0153,533.01
2023-01-06 13:00:00,2023,1,6,13,335.58,4.65,469.5,15.77,350.12,102.3,75.32,202.59,2.91,305.7,0.404,19.28,1.02,494.98
2023-01-06 14:00:00,2023,1,6,14,240.5,4.8,382.6,15.79,351.38,102.28,75.12,89.24,2.12,459.08,0.257,16.11,1.0311,310.71
2023-01-06 15:00:00,2023,1,6,15,150.85,4.85,249.23,15.77,353.62,102.28,74.95,67.27,1.67,320.28,0.17,13.21,1.0413,203.78
2023-01-06 16:00:00,2023,1,6,16,55.53,4.62,95.28,15.64,355.52,102.28,74.93,33.0,1.65,182.6,0.069,10.45,1.0509,81.49
2023-01-06 17:00:00,2023,1,6,17,0.0,4.42,0.0,15.47,352.83,102.29,74.56,0.0,1.17,0.0,0.0,8.84,1.0566,0.0
2023-01-06 18:00:00,2023,1,6,18,0.0,4.22,0.0,15.53,357.58,102.32,73.0,0.0,0.57,0.0,0.0,9.2,1.0553,0.0
2023-01-06 19:00:00,2023,1,6,19,0.0,3.96,0.0,15.6,359.92,102.34,71.31,0.0,0.24,0.0,0.0,9.66,1.0537,0.0
2023-01-06 20:00:00,2023,1,6,20,0.0,3.71,0.0,15.65,361.05,102.34,70.07,0.0,0.12,0.0,0.0,10.09,1.0522,0.0
2023-01-06 21:00:00,2023,1,6,21,0.0,3.46,0.0,15.69,363.77,102.35,69.17,0.0,0.07,0.0,0.0,10.5,1.0508,0.0
2023-01-06 22:00:00,2023,1,6,22,0.0,3.35,0.0,15.66,363.38,102.35,69.03,0.0,0.05,0.0,0.0,10.64,1.0503,0.0
2023-01-06 23:00:00,2023,1,6,23,0.0,3.33,0.0,15.57,358.75,102.35,69.52,0.0,0.03,0.0,0.0,10.58,1.0505,0.0
2023-01-07 00:00:00,2023,1,7,0,0.0,3.39,0.0,15.44,352.42,102.32,70.36,0.0,0.03,0.0,0.0,10.36,1.0513,0.0
2023-01-07 01:00:00,2023,1,7,1,0.0,3.45,0.0,15.32,355.45,102.29,71.16,0.0,0.03,0.0,0.0,10.14,1.052,0.0
2023-01-07 02:00:00,2023,1,7,2,0.0,3.5,0.0,15.22,350.58,102.29,72.09,0.0,0.03,0.0,0.0,9.97,1.0526,0.0
2023-01-07 03:00:00,2023,1,7,3,0.0,3.61,0.0,15.11,345.92,102.28,73.07,0.0,0.05,0.0,0.0,9.7,1.0536,0.0
2023-01-07 04:00:00,2023,1,7,4,0.0,3.67,0.0,15.05,344.65,102.28,73.83,0.0,0.1,0.0,0.0,9.55,1.0541,0.0
2023-01-07 05:00:00,2023,1,7,5,0.0,3.63,0.0,15.04,342.42,102.29,74.07,0.0,0.13,0.0,0.0,9.59,1.0539,0.0
2023-01-07 06:00:00,2023,1,7,6,0.0,3.47,0.0,15.03,337.52,102.3,74.04,0.0,0.13,0.0,0.0,9.82,1.0531,0.0
2023-01-07 07:00:00,2023,1,7,7,0.0,3.2,0.0,15.03,332.98,102.31,73.66,0.0,0.1,0.0,0.0,10.23,1.0517,0.0
2023-01-07 08:00:00,2023,1,7,8,80.22,2.82,113.6,15.38,334.73,102.31,72.3,36.71,0.09,326.46,0.091,13.66,1.0397,109.1
2023-01-07 09:00:00,2023,1,7,9,197.12,2.57,265.62,15.86,331.6,102.33,70.04,65.8,0.15,512.42,0.204,18.16,1.0239,248.89
2023-01-07 10:00:00,2023,1,7,10,303.12,2.49,397.73,16.1,332.25,102.35,68.45,74.96,0.1,641.37,0.293,21.84,1.0111,362.1
2023-01-07 11:00:00,2023,1,7,11,372.65,2.78,482.0,16.25,332.15,102.34,68.14,81.43,0.05,662.73,0.351,23.73,1.0045,436.72
2023-01-07 12:00:00,2023,1,7,12,409.27,3.15,508.17,16.28,331.6,102.29,68.77,96.7,0.04,691.2,0.39,24.34,1.0023,485.35
2023-01-07 13:00:00,2023,1,7,13,389.2,3.39,477.05,16.23,330.67,102.24,69.66,97.03,0.03,649.18,0.375,23.31,1.0059,465.54
2023-01-07 14:00:00,2023,1,7,14,319.5,3.43,389.52,16.16,329.12,102.22,70.31,81.12,0.02,627.61,0.311,21.0,1.014,383.32
2023-01-07 15:00:00,2023,1,7,15,213.6,3.28,255.52,16.02,326.27,102.2,71.02,66.47,0.01,547.51,0.218,17.77,1.0253,265.9
2023-01-07 16:00:00,2023,1,7,16,89.18,2.82,100.62,15.67,318.27,102.19,73.44,36.27,0.0,368.02,0.098,14.23,1.0377,117.72
2023-01-07 17:00:00,2023,1,7,17,0.0,2.4,0.0,15.28,305.08,102.19,74.56,0.0,0.0,0.0,0.0,11.68,1.0466,0.0
2023-01-07 18:00:00,2023,1,7,18,0.0,1.88,0.0,15.24,305.15,102.22,74.11,0.0,0.0,0.0,0.0,12.42,1.044,0.0
2023-01-07 19:00:00,2023,1,7,19,0.0,1.42,0.0,15.27,302.73,102.22,73.22,0.0,0.0,0.0,0.0,13.14,1.0415,0.0
2023-01-07 20:00:00,2023,1,7,20,0.0,1.19,0.0,15.28,304.77,102.21,72.7,0.0,0.0,0.0,0.0,13.5,1.0403,0.0
2023-01-07 21:00:00,2023,1,7,21,0.0,1.45,0.0,15.17,303.1,102.2,73.02,0.0,0.0,0.0,0.0,13.0,1.042,0.0
2023-01-07 22:00:00,2023,1,7,22,0.0,2.05,0.0,14.95,302.52,102.18,74.62,0.0,0.0,0.0,0.0,11.88,1.0459,0.0
2023-01-07 23:00:00,2023,1,7,23,0.0,2.81,0.0,14.7,301.8,102.16,76.3,0.0,0.0,0.0,0.0,10.48,1.0508,0.0
2023-01-08 00:00:00,2023,1,8,0,0.0,3.55,0.0,14.44,302.12,102.12,77.77,0.0,0.0,0.0,0.0,9.12,1.0556,0.0
2023-01-08 01:00:00,2023,1,8,1,0.0,4.09,0.0,14.3,299.8,102.11,78.26,0.0,0.0,0.0,0.0,8.17,1.0589,0.0
2023-01-08 02:00:00,2023,1,8,2,0.0,4.32,0.0,14.23,304.9,102.1,77.61,0.0,0.0,0.0,0.0,7.75,1.0604,0.0
2023-01-08 03:00:00,2023,1,8,3,0.0,4.31,0.0,14.18,299.42,102.08,76.04,0.0,0.0,0.0,0.0,7.72,1.0605,0.0
2023-01-08 04:00:00,2023,1,8,4,0.0,4.19,0.0,14.18,298.17,102.05,74.41,0.0,0.0,0.0,0.0,7.9,1.0599,0.0
2023-01-08 05:00:00,2023,1,8,5,0.0,4.0,0.0,14.24,300.0,102.04,73.21,0.0,0.0,0.0,0.0,8.24,1.0587,0.0
2023-01-08 06:00:00,2023,1,8,6,0.0,3.89,0.0,14.31,298.6,102.05,72.79,0.0,0.0,0.0,0.0,8.48,1.0578,0.0
